,name_short,adduct,spot_intensity_bgr_corrected,pred_val,Matrix short,Polarity,formal_charge,detectability,matrix_obscured
2788,Ascorbic acid,+Cl,7.4356203,0.0070425105349138,9AA,negative,0.0,False,0
2802,Ascorbic acid,[M]-,-0.018083775,0.0061678046235247,9AA,negative,0.0,False,0
2804,Ascorbic acid,-H,1765.8657,0.9973160047392182,CHCA,negative,0.0,True,0
2809,Ascorbic acid,+Cl,-0.276588,0.0061678046235247,CHCA,negative,0.0,False,0
2821,Ascorbic acid,[M]-,-0.08519323,0.0061678046235247,CHCA,negative,0.0,False,0
2829,Ascorbic acid,-H,60.181175,0.989065506095568,ClCCA,negative,0.0,True,0
2832,Ascorbic acid,+Cl,-0.0673204,0.0061678046235247,ClCCA,negative,0.0,False,0
2845,Ascorbic acid,[M]-,-0.017191892,0.0061678046235247,ClCCA,negative,0.0,False,0
2851,Ascorbic acid,-H,8059.088,0.9979099284736545,DAN,negative,0.0,True,0
2859,Ascorbic acid,+Cl,22.22132,0.3525688354405208,DAN,negative,0.0,False,0
2873,Ascorbic acid,[M]-,-0.048962146,0.0061678046235247,DAN,negative,0.0,False,0
2878,Ascorbic acid,-H,544.4009,0.998180349758774,DHAP,negative,0.0,True,0
2882,Ascorbic acid,+Cl,-0.02732249,0.0061678046235247,DHAP,negative,0.0,False,0
2897,Ascorbic acid,[M]-,-0.00913062,0.0061678046235247,DHAP,negative,0.0,False,0
2902,Ascorbic acid,-H,1109.1461,0.998666644861568,DHB,negative,0.0,True,0
2906,Ascorbic acid,+Cl,-0.013932019,0.0061678046235247,DHB,negative,0.0,False,0
2918,Ascorbic acid,[M]-,-0.004300975,0.0061678046235247,DHB,negative,0.0,False,0
2930,Ascorbic acid,+Cl,1.0111105,0.0026278832398349,MAPS,negative,0.0,False,0
2945,Ascorbic acid,[M]-,-0.008764526,0.0061678046235247,MAPS,negative,0.0,False,0
2946,Ascorbic acid,-H,3.3389044,0.0017156421216719,MAPS,negative,0.0,False,0
2950,Ascorbic acid,+Cl,0.92991674,0.002270679497288,NEDC,negative,0.0,False,0
2964,Ascorbic acid,[M]-,-0.0032177002,0.0061678046235247,NEDC,negative,0.0,False,0
2968,Ascorbic acid,-H,-0.06622068,0.0061678046235247,NEDC,negative,0.0,False,0
2973,Ascorbic acid,-H,10278.6045,0.99894023672358,NOR,negative,0.0,True,0
2981,Ascorbic acid,+Cl,18.435638,0.0200285254111074,NOR,negative,0.0,False,0
2992,Ascorbic acid,[M]-,0.0,0.0061678046235247,NOR,negative,0.0,False,0
3022,Ascorbic acid,+Na,-0.91448843,0.0061678046235247,9AA,positive,0.0,False,0
3041,Ascorbic acid,+H,-0.012903084,0.0061678046235247,9AA,positive,0.0,False,0
3042,Ascorbic acid,[M]+,-0.023236047,0.0061678046235247,9AA,positive,0.0,False,0
3048,Ascorbic acid,+Na,396.93027,0.995713737929042,CHCA,positive,0.0,True,0
3050,Ascorbic acid,+K,122.90842,0.9788826768940584,CHCA,positive,0.0,True,0
3052,Ascorbic acid,+H,175.75993,0.9925074140940352,CHCA,positive,0.0,True,0
3077,Ascorbic acid,[M]+,3.045267,0.0022789242262265,CHCA,positive,0.0,False,0
3082,Ascorbic acid,+Na,177.29091,0.998409892886008,ClCCA,positive,0.0,True,0
3086,Ascorbic acid,+K,38.137943,0.9918893027837312,ClCCA,positive,0.0,True,0
3098,Ascorbic acid,+H,54.689316,0.9969007255962792,ClCCA,positive,0.0,True,0
3099,Ascorbic acid,[M]+,-0.032616813,0.0061678046235247,ClCCA,positive,0.0,False,0
3123,Ascorbic acid,[M]+,0.0,0.0061678046235247,DAN,positive,0.0,False,0
3137,Ascorbic acid,+K,52.561928,0.0242276700245294,DAN,positive,0.0,False,0
3143,Ascorbic acid,+Na,201.55057,0.1674975447542989,DAN,positive,0.0,False,0
3156,Ascorbic acid,+Na,23.64927,0.3595841874583772,DHAP,positive,0.0,False,0
3161,Ascorbic acid,+H,-0.019653931,0.0061678046235247,DHAP,positive,0.0,False,0
3162,Ascorbic acid,+K,2.5436413,0.0017342319867268,DHAP,positive,0.0,False,0
3167,Ascorbic acid,[M]+,-0.008018434,0.0061678046235247,DHAP,positive,0.0,False,0
3176,Ascorbic acid,+Na,1731.5927,0.9990003435533112,DHB,positive,0.0,True,0
3177,Ascorbic acid,+K,166.28012,0.9887256775685174,DHB,positive,0.0,True,0
3178,Ascorbic acid,+H,209.3337,0.9929514462323584,DHB,positive,0.0,True,0
3179,Ascorbic acid,[M]+,22.86062,0.1936887421754867,DHB,positive,0.0,False,0
3221,Ascorbic acid,+K,-0.025465868,0.0061678046235247,MAPS,positive,0.0,False,0
3222,Ascorbic acid,+Na,-0.003121242,0.0061678046235247,MAPS,positive,0.0,False,0
3223,Ascorbic acid,+H,-0.031697955,0.0061678046235247,MAPS,positive,0.0,False,0
3224,Ascorbic acid,[M]+,-0.006043117,0.0061678046235247,MAPS,positive,0.0,False,0
3251,Ascorbic acid,+K,-0.008500223,0.0061678046235247,NEDC,positive,0.0,False,0
3259,Ascorbic acid,+H,-0.00803313,0.0061678046235247,NEDC,positive,0.0,False,0
3261,Ascorbic acid,[M]+,-0.023171945,0.0061678046235247,NEDC,positive,0.0,False,0
3262,Ascorbic acid,+Na,-0.008704863,0.0061678046235247,NEDC,positive,0.0,False,0
3288,Ascorbic acid,[M]+,0.0,0.0061678046235247,NOR,positive,0.0,False,0
3292,Ascorbic acid,+K,21.964005,0.0533267664197084,NOR,positive,0.0,False,0
3293,Ascorbic acid,+Na,88.58055,0.0214117993227995,NOR,positive,0.0,False,0
3337,Ascorbic acid,+Na,7.035901,0.0080360048142892,CMBT,positive,0.0,False,0
3352,Ascorbic acid,+H,-0.0025718815,0.0061678046235247,CMBT,positive,0.0,False,0
3353,Ascorbic acid,[M]+,-0.0026500789,0.0061678046235247,CMBT,positive,0.0,False,0
3363,Ascorbic acid,+K,-0.024621964,0.0057835969730063,CMBT,positive,0.0,False,0
3367,Ascorbic acid,-H,13.60602,0.106592942006772,CMBT,negative,0.0,False,0
3370,Ascorbic acid,+Cl,1.3340896,0.0018330334130891,CMBT,negative,0.0,False,0
3371,Ascorbic acid,[M]-,-0.008574053,0.0061678046235247,CMBT,negative,0.0,False,0
3390,Ascorbic acid,+Na,623.22455,0.01,pNA,positive,0.0,False,1
3391,Ascorbic acid,+K,130.21054,0.8107882932656495,pNA,positive,0.0,True,0
3406,Ascorbic acid,+H,2.487824,0.0016591657061466,pNA,positive,0.0,False,0
3410,Ascorbic acid,[M]+,-0.047687836,0.0061678046235247,pNA,positive,0.0,False,0
3424,Ascorbic acid,-H,1817.4087,0.9984158407204852,pNA,negative,0.0,True,0
3428,Ascorbic acid,+Cl,-0.04250719,0.0061678046235247,pNA,negative,0.0,False,0
3440,Ascorbic acid,[M]-,-0.06353613,0.0061678046235247,pNA,negative,0.0,False,0
3444,cis-Aconitic acid,-H,71186.88,0.9996430021041158,9AA,negative,0.0,True,0
3450,cis-Aconitic acid,[M]-,0.0,0.0061678046235247,9AA,negative,0.0,False,0
3456,cis-Aconitic acid,+Cl,-0.007002378,0.0061678046235247,9AA,negative,0.0,False,0
3468,cis-Aconitic acid,-H,56078.61,0.9996689059558368,CHCA,negative,0.0,True,0
3471,cis-Aconitic acid,[M]-,1.2466123,0.0019258006486359,CHCA,negative,0.0,False,0
3490,cis-Aconitic acid,-H,1799.6367,0.999675892950772,ClCCA,negative,0.0,True,0
3497,cis-Aconitic acid,+Cl,-0.002391167,0.0061678046235247,ClCCA,negative,0.0,False,0
3508,cis-Aconitic acid,[M]-,-0.0176395,0.0061678046235247,ClCCA,negative,0.0,False,0
3514,cis-Aconitic acid,-H,7394.5703,0.9975624900785084,DAN,negative,0.0,True,0
3516,cis-Aconitic acid,[M]-,0.0,0.0061678046235247,DAN,negative,0.0,False,0
3537,cis-Aconitic acid,+Cl,-0.013838535,0.0061678046235247,DAN,negative,0.0,False,0
3541,cis-Aconitic acid,-H,2597.3706,0.9957784661554168,DHAP,negative,0.0,True,0
3543,cis-Aconitic acid,[M]-,-0.01370276,0.0061678046235247,DHAP,negative,0.0,False,0
3561,cis-Aconitic acid,+Cl,-0.01147121,0.0061678046235247,DHAP,negative,0.0,False,0
3565,cis-Aconitic acid,-H,3467.2754,0.9994791869874796,DHB,negative,0.0,True,0
3567,cis-Aconitic acid,[M]-,0.0,0.0061678046235247,DHB,negative,0.0,False,0
3582,cis-Aconitic acid,+Cl,-0.004723742,0.0061678046235247,DHB,negative,0.0,False,0
3588,cis-Aconitic acid,-H,4652.3286,0.9991469615707737,MAPS,negative,0.0,True,0
3600,cis-Aconitic acid,[M]-,-0.023707824,0.0061678046235247,MAPS,negative,0.0,False,0
3603,cis-Aconitic acid,+Cl,-0.012809389,0.0061678046235247,MAPS,negative,0.0,False,0
3612,cis-Aconitic acid,-H,705.29456,0.7173017588531133,NEDC,negative,0.0,False,0
3633,cis-Aconitic acid,[M]-,-0.0033654473,0.0061678046235247,NEDC,negative,0.0,False,0
3634,cis-Aconitic acid,+Cl,-0.0026887048,0.0061678046235247,NEDC,negative,0.0,False,0
3636,cis-Aconitic acid,-H,57654.812,0.9996828408201144,NOR,negative,0.0,True,0
3640,cis-Aconitic acid,[M]-,0.0,0.0061678046235247,NOR,negative,0.0,False,0
3642,cis-Aconitic acid,+Cl,0.0,0.0061678046235247,NOR,negative,0.0,False,0
3699,cis-Aconitic acid,+Na,-0.9805232,0.0061678046235247,9AA,positive,0.0,False,0
3706,cis-Aconitic acid,[M]+,-0.018369533,0.0061678046235247,9AA,positive,0.0,False,0
3707,cis-Aconitic acid,+H,-0.02591449,0.0061678046235247,9AA,positive,0.0,False,0
3710,cis-Aconitic acid,+Na,2346.24,0.9995238150663532,CHCA,positive,0.0,True,0
3711,cis-Aconitic acid,+K,351.75693,0.997803845545662,CHCA,positive,0.0,True,0
3718,cis-Aconitic acid,+H,143.25917,0.976473961264536,CHCA,positive,0.0,True,0
3727,cis-Aconitic acid,[M]+,0.8472295,0.0053767135627257,CHCA,positive,0.0,False,0
3742,cis-Aconitic acid,+Na,451.20346,0.9995800949198372,ClCCA,positive,0.0,True,0
3744,cis-Aconitic acid,+K,83.052185,0.9962929209957744,ClCCA,positive,0.0,True,0
3745,cis-Aconitic acid,+H,45.881115,0.81,ClCCA,positive,0.0,True,0
3758,cis-Aconitic acid,[M]+,-0.020436028,0.0061678046235247,ClCCA,positive,0.0,False,0
3781,cis-Aconitic acid,+H,-0.0068537355,0.0061678046235247,DAN,positive,0.0,False,0
3787,cis-Aconitic acid,+K,10.456442,0.0043763965140471,DAN,positive,0.0,False,0
3795,cis-Aconitic acid,+Na,84.48954,0.4979426796865343,DAN,positive,0.0,False,0
3803,cis-Aconitic acid,+Na,459.07443,0.9987434862075116,DHAP,positive,0.0,True,0
3812,cis-Aconitic acid,[M]+,-0.03882975,0.0061678046235247,DHAP,positive,0.0,False,0
3817,cis-Aconitic acid,+K,52.803665,0.8981464665701165,DHAP,positive,0.0,True,0
3825,cis-Aconitic acid,+H,10.542794,0.6814596254682161,DHAP,positive,0.0,False,0
3843,cis-Aconitic acid,+Na,245.31609,0.9920747094249756,DHB,positive,0.0,True,0
3846,cis-Aconitic acid,+K,14.662181,0.81,DHB,positive,0.0,True,0
3850,cis-Aconitic acid,[M]+,-0.025773173,0.0061678046235247,DHB,positive,0.0,False,0
3855,cis-Aconitic acid,+H,-0.13103285,0.0061678046235247,DHB,positive,0.0,False,0
3875,cis-Aconitic acid,+K,-0.011602953,0.0061678046235247,MAPS,positive,0.0,False,0
3877,cis-Aconitic acid,+H,-0.030536206,0.0061678046235247,MAPS,positive,0.0,False,0
3884,cis-Aconitic acid,[M]+,-0.014818113,0.0061678046235247,MAPS,positive,0.0,False,0
3889,cis-Aconitic acid,+Na,-0.0061828094,0.0061678046235247,MAPS,positive,0.0,False,0
3904,cis-Aconitic acid,+H,-0.0032182478,0.0061678046235247,NEDC,positive,0.0,False,0
3905,cis-Aconitic acid,+Na,1.701064,0.0023552419981879,NEDC,positive,0.0,False,0
3910,cis-Aconitic acid,+K,-0.017764606,0.0061678046235247,NEDC,positive,0.0,False,0
3923,cis-Aconitic acid,[M]+,-0.01312783,0.0061678046235247,NEDC,positive,0.0,False,0
3939,cis-Aconitic acid,+K,5.071848,0.0079070437889385,NOR,positive,0.0,False,0
3942,cis-Aconitic acid,+Na,84.556465,0.9449414368125107,NOR,positive,0.0,True,0
3948,cis-Aconitic acid,+H,0.0,0.0061678046235247,NOR,positive,0.0,False,0
3952,cis-Aconitic acid,[M]+,-0.012665372,0.0061678046235247,NOR,positive,0.0,False,0
3988,cis-Aconitic acid,+Na,386.02853,0.9967075014155284,CMBT,positive,0.0,True,0
3990,cis-Aconitic acid,+K,67.030106,0.0103935213634407,CMBT,positive,0.0,False,1
3998,cis-Aconitic acid,[M]+,-0.0138918115,0.0061678046235247,CMBT,positive,0.0,False,0
4004,cis-Aconitic acid,+H,13.5256,0.0181604577469636,CMBT,positive,0.0,False,0
4020,cis-Aconitic acid,-H,12374.828,0.999304786830645,CMBT,negative,0.0,True,0
4029,cis-Aconitic acid,+Cl,-0.01468444,0.0061678046235247,CMBT,negative,0.0,False,0
4033,cis-Aconitic acid,[M]-,-0.008543989,0.0061678046235247,CMBT,negative,0.0,False,0
4047,cis-Aconitic acid,+Na,346.9311,0.9986220811866778,pNA,positive,0.0,True,0
4050,cis-Aconitic acid,+K,31.778898,0.8630047788867217,pNA,positive,0.0,True,0
4051,cis-Aconitic acid,+H,-0.017219268,0.0061678046235247,pNA,positive,0.0,False,0
4070,cis-Aconitic acid,[M]+,-0.03712862,0.0061678046235247,pNA,positive,0.0,False,0
4076,cis-Aconitic acid,-H,31653.863,0.9996745151797533,pNA,negative,0.0,True,0
4077,cis-Aconitic acid,[M]-,0.0,0.0061678046235247,pNA,negative,0.0,False,0
4084,cis-Aconitic acid,+Cl,-0.046268236,0.0061678046235247,pNA,negative,0.0,False,0
4101,Citric acid,-H,160924.69,0.9996103900869104,9AA,negative,0.0,True,0
4107,Citric acid,+Cl,0.0,0.0061678046235247,9AA,negative,0.0,False,0
4120,Citric acid,[M]-,3.8732786,0.0014404644300766,9AA,negative,0.0,False,0
4125,Citric acid,-H,29802.469,0.9996264973649156,CHCA,negative,0.0,True,0
4132,Citric acid,[M]-,2.8206558,0.0062308981539747,CHCA,negative,0.0,False,0
4139,Citric acid,+Cl,0.0,0.0061678046235247,CHCA,negative,0.0,False,0
4148,Citric acid,-H,492.6884,0.9995298369624712,ClCCA,negative,0.0,True,0
4158,Citric acid,+Cl,-0.012651952,0.0061678046235247,ClCCA,negative,0.0,False,0
4159,Citric acid,[M]-,-0.01168663,0.0061678046235247,ClCCA,negative,0.0,False,0
4172,Citric acid,-H,8965.288,0.9653765895325992,DAN,negative,0.0,True,0
4180,Citric acid,[M]-,4.512806,0.0102422124453604,DAN,negative,0.0,False,0
4186,Citric acid,+Cl,-0.007565851,0.0061678046235247,DAN,negative,0.0,False,0
4199,Citric acid,-H,1290.58,0.9914847591541568,DHAP,negative,0.0,True,0
4206,Citric acid,+Cl,-0.025809838,0.0061678046235247,DHAP,negative,0.0,False,0
4213,Citric acid,[M]-,-0.025562027,0.0061678046235247,DHAP,negative,0.0,False,0
4221,Citric acid,-H,5183.281,0.9995414468654455,DHB,negative,0.0,True,0
4230,Citric acid,+Cl,-0.008655131,0.0061678046235247,DHB,negative,0.0,False,0
4231,Citric acid,[M]-,-0.0041737556,0.0061678046235247,DHB,negative,0.0,False,0
4257,Citric acid,[M]-,-0.033525694,0.0061678046235247,MAPS,negative,0.0,False,0
4258,Citric acid,-H,35.581493,0.0146396322230725,MAPS,negative,0.0,False,0
4263,Citric acid,+Cl,-0.023087427,0.0061678046235247,MAPS,negative,0.0,False,0
4284,Citric acid,+Cl,-0.0071785646,0.0061678046235247,NEDC,negative,0.0,False,0
4285,Citric acid,[M]-,-0.01881074,0.0061678046235247,NEDC,negative,0.0,False,0
4286,Citric acid,-H,98.04869,0.1126599168320077,NEDC,negative,0.0,False,0
4293,Citric acid,-H,107555.63,0.9995969407094883,NOR,negative,0.0,True,0
4302,Citric acid,+Cl,-0.010716034,0.0061678046235247,NOR,negative,0.0,False,0
4312,Citric acid,[M]-,-2.4132385,0.0091480562700949,NOR,negative,0.0,False,0
4340,Citric acid,[M]+,-2.765572,0.0061678046235247,9AA,positive,0.0,False,0
4343,Citric acid,+H,1.2297411,0.0054359799855921,9AA,positive,0.0,False,0
4362,Citric acid,+Na,4606.8447,0.9996967576362028,CHCA,positive,0.0,True,0
4363,Citric acid,+K,912.0046,0.9993242528784048,CHCA,positive,0.0,True,0
4367,Citric acid,+H,41.1942,0.9323256783352656,CHCA,positive,0.0,True,0
4390,Citric acid,[M]+,-0.025719412,0.0061678046235247,CHCA,positive,0.0,False,0
4394,Citric acid,+Na,368.55746,0.9995576747999272,ClCCA,positive,0.0,True,0
4401,Citric acid,+K,57.204258,0.9953013733812404,ClCCA,positive,0.0,True,0
4413,Citric acid,+H,5.5466876,0.0901893800137468,ClCCA,positive,0.0,False,0
4414,Citric acid,[M]+,-0.013194559,0.0061678046235247,ClCCA,positive,0.0,False,0
4433,Citric acid,+K,42.547047,0.0094828479543348,DAN,positive,0.0,False,0
4443,Citric acid,+H,2.2076013,0.0032850737682647,DAN,positive,0.0,False,0
4449,Citric acid,+Na,164.2147,0.0305113204686572,DAN,positive,0.0,False,0
4457,Citric acid,+Na,77.793526,0.8726634533774992,DHAP,positive,0.0,True,0
4464,Citric acid,+K,17.328323,0.0248299932198092,DHAP,positive,0.0,False,0
4470,Citric acid,+H,-0.06826749,0.0061678046235247,DHAP,positive,0.0,False,0
4474,Citric acid,[M]+,-0.032142214,0.0061678046235247,DHAP,positive,0.0,False,0
4488,Citric acid,+Na,950.3631,0.9990170641148942,DHB,positive,0.0,True,0
4515,Citric acid,[M]+,-0.03912189,0.0061678046235247,DHB,positive,0.0,False,0
4517,Citric acid,+H,3.052628,0.0136989989989499,DHB,positive,0.0,False,0
4518,Citric acid,+K,62.916996,0.9839998612450984,DHB,positive,0.0,True,0
4525,Citric acid,+Na,-0.013395493,0.0061678046235247,MAPS,positive,0.0,False,0
4533,Citric acid,+H,-0.012881724,0.0061678046235247,MAPS,positive,0.0,False,0
4534,Citric acid,[M]+,-0.0059844516,0.0061678046235247,MAPS,positive,0.0,False,0
4535,Citric acid,+K,-0.010121666,0.0061678046235247,MAPS,positive,0.0,False,0
4563,Citric acid,+H,0.0,0.0061678046235247,NEDC,positive,0.0,False,0
4565,Citric acid,+K,-0.0059058256,0.0061678046235247,NEDC,positive,0.0,False,0
4566,Citric acid,[M]+,-0.008503646,0.0061678046235247,NEDC,positive,0.0,False,0
4569,Citric acid,+Na,-0.010560164,0.0061678046235247,NEDC,positive,0.0,False,0
4588,Citric acid,+Na,323.4851,0.9806378790663188,NOR,positive,0.0,True,0
4596,Citric acid,+H,0.0,0.0061678046235247,NOR,positive,0.0,False,0
4609,Citric acid,+K,29.737198,0.0191396821161847,NOR,positive,0.0,False,0
4648,Citric acid,+K,45.18506,0.0110881486756961,CMBT,positive,0.0,False,1
4664,Citric acid,+Na,85.057365,0.9850898807526344,CMBT,positive,0.0,True,0
4670,Citric acid,+H,-0.010926149,0.0061678046235247,CMBT,positive,0.0,False,0
4674,Citric acid,[M]+,-0.0050980914,0.0061678046235247,CMBT,positive,0.0,False,0
4677,Citric acid,-H,1221.2974,0.9988950320260256,CMBT,negative,0.0,True,0
4684,Citric acid,[M]-,-0.0055658794,0.0061678046235247,CMBT,negative,0.0,False,0
4697,Citric acid,+Cl,1.9428376,0.0015612697174523,CMBT,negative,0.0,False,0
4701,Citric acid,+Na,882.995,0.9970635761877448,pNA,positive,0.0,True,0
4716,Citric acid,+H,-0.04332031,0.0061678046235247,pNA,positive,0.0,False,0
4717,Citric acid,+K,158.97241,0.81,pNA,positive,0.0,True,0
4723,Citric acid,[M]+,-0.009702367,0.0061678046235247,pNA,positive,0.0,False,0
4734,Citric acid,-H,28523.428,0.998251491640166,pNA,negative,0.0,True,0
4743,Citric acid,[M]-,-2.798388,0.0061678046235247,pNA,negative,0.0,False,0
4751,Citric acid,+Cl,-0.021821572,0.0061678046235247,pNA,negative,0.0,False,0
4761,Adenosine diphosphate,-H,869459.6,0.999020354952212,9AA,negative,0.0,True,0
4782,Adenosine diphosphate,+Cl,-0.013271686,0.0061678046235247,9AA,negative,0.0,False,0
4788,Adenosine diphosphate,[M]-,-0.06594284,0.0061678046235247,9AA,negative,0.0,False,0
4806,Adenosine diphosphate,+Cl,0.0,0.0061678046235247,CHCA,negative,0.0,False,0
4816,Adenosine diphosphate,[M]-,1050.4651,0.2951434123587579,CHCA,negative,0.0,False,0
4819,Adenosine diphosphate,-H,33588.35,0.9982070148722088,CHCA,negative,0.0,True,0
4829,Adenosine diphosphate,-H,1115.4866,0.9766445060467088,ClCCA,negative,0.0,True,0
4833,Adenosine diphosphate,[M]-,-1.9609337,0.006332977219227,ClCCA,negative,0.0,False,0
4844,Adenosine diphosphate,+Cl,4.3099723,0.0085534592394695,ClCCA,negative,0.0,False,0
4878,Adenosine diphosphate,[M]-,-0.0049296264,0.0061678046235247,DAN,negative,0.0,False,0
4880,Adenosine diphosphate,+Cl,0.0,0.0061678046235247,DAN,negative,0.0,False,0
4888,Adenosine diphosphate,-H,11588.43,0.01,DAN,negative,0.0,False,0
4891,Adenosine diphosphate,-H,419.04333,0.6654127111797946,DHAP,negative,0.0,False,0
4904,Adenosine diphosphate,+Cl,2.448492,0.0024729995551131,DHAP,negative,0.0,False,0
4905,Adenosine diphosphate,[M]-,-1.1023349,0.0061678046235247,DHAP,negative,0.0,False,0
4925,Adenosine diphosphate,[M]-,-25.095509,0.0068703542966581,DHB,negative,0.0,False,0
4926,Adenosine diphosphate,-H,24084.432,0.9989728824073726,DHB,negative,0.0,True,0
4942,Adenosine diphosphate,+Cl,-0.02093824,0.0061678046235247,DHB,negative,0.0,False,0
4959,Adenosine diphosphate,-H,0.0,0.0061678046235247,MAPS,negative,0.0,False,0
4960,Adenosine diphosphate,+Cl,0.0,0.0061678046235247,MAPS,negative,0.0,False,0
4961,Adenosine diphosphate,[M]-,-32.50317,0.0052210324353858,MAPS,negative,0.0,False,0
4988,Adenosine diphosphate,-H,143.96686,0.01,NEDC,negative,0.0,False,0
5007,Adenosine diphosphate,+Cl,-0.0038452048,0.0061678046235247,NEDC,negative,0.0,False,0
5013,Adenosine diphosphate,[M]-,-0.0030456246,0.0061678046235247,NEDC,negative,0.0,False,0
5019,Adenosine diphosphate,[M]-,11.901138,0.0034732431031654,NOR,negative,0.0,False,0
5035,Adenosine diphosphate,+Cl,-0.02437855,0.0061678046235247,NOR,negative,0.0,False,0
5047,Adenosine diphosphate,-H,82661.945,0.9953687907647458,NOR,negative,0.0,True,0
5086,Adenosine diphosphate,+H,0.0,0.0061678046235247,9AA,positive,0.0,False,0
5099,Adenosine diphosphate,[M]+,0.0,0.0061678046235247,9AA,positive,0.0,False,0
5100,Adenosine diphosphate,+Na,0.0,0.0061678046235247,9AA,positive,0.0,False,0
5107,Adenosine diphosphate,+H,4367.9077,0.9982524908402616,CHCA,positive,0.0,True,0
5108,Adenosine diphosphate,+Na,3315.351,0.997907964190172,CHCA,positive,0.0,True,0
5114,Adenosine diphosphate,+K,2689.5457,0.9984553376559884,CHCA,positive,0.0,True,0
5130,Adenosine diphosphate,[M]+,3.501089,0.0029623753175415,CHCA,positive,0.0,False,0
5153,Adenosine diphosphate,+H,856.00726,0.9986011891451204,ClCCA,positive,0.0,True,0
5154,Adenosine diphosphate,[M]+,-0.034202974,0.0061678046235247,ClCCA,positive,0.0,False,0
5162,Adenosine diphosphate,+K,324.01724,0.987284037655313,ClCCA,positive,0.0,True,0
5167,Adenosine diphosphate,+Na,1280.6841,0.9987418221762752,ClCCA,positive,0.0,True,0
5199,Adenosine diphosphate,+H,28.035412,0.0197549056893487,DAN,positive,0.0,False,0
5201,Adenosine diphosphate,+Na,12.376371,0.2923039802645017,DAN,positive,0.0,False,0
5222,Adenosine diphosphate,+K,40.421177,0.1319881004080481,DAN,positive,0.0,False,0
5223,Adenosine diphosphate,[M]+,0.0,0.0061678046235247,DAN,positive,0.0,False,0
5240,Adenosine diphosphate,+H,5.2222238,0.0075257100650283,DHAP,positive,0.0,False,0
5243,Adenosine diphosphate,+Na,11.109931,0.2575098661317634,DHAP,positive,0.0,False,0
5253,Adenosine diphosphate,+K,10.740678,0.0066362936368756,DHAP,positive,0.0,False,0
5274,Adenosine diphosphate,[M]+,-0.05950247,0.0061678046235247,DHAP,positive,0.0,False,0
5283,Adenosine diphosphate,+H,7042.129,0.9944265018384372,DHB,positive,0.0,True,0
5284,Adenosine diphosphate,+Na,9170.064,0.9986962434252968,DHB,positive,0.0,True,0
5289,Adenosine diphosphate,+K,2794.9238,0.9994772514875624,DHB,positive,0.0,True,0
5302,Adenosine diphosphate,[M]+,-2.4259114,0.0059026663191222,DHB,positive,0.0,False,0
